full_text,score
weh langgar mosok fufufafa bilang monyet parah luu buzzer,2
kayak fufufafa,1
harus terima kasih sih sama fufufafa klo ken ngata ngatain wowo tinggal share ss postingan aja,0
njir bayangin pres wapres sini ww amp fufufafa trs pres us manusia oren kek trump mannnnn,0
pindah facebook iya lebih aktif facebook pandang lebih align sama orang sana buzzer buat konflik horizontal wtf asa juga malah kayak yang jaga biar konflik horizontal mah info a1488,0
paling jalan racun samo onoh terus fufufafa naik jadi presiden,0
gin nih spek suka fufufafa,1
dollar strong nih,1
amriki punya trump orang punya fufufafa mantap lah,0
wali kelas nya tiap ngajar liat muka fufufafa be like,0
tom lembong trending topic fufufafa kembali,1
tdk bukti bhw fufufafa adlh anies tdk bantah hari bhw fufufafa adalah bahkan detik pun milik bukti utk ban bhw fufufafa bukan ehh angkat isue fufufafa sungguh curiga,1
cpek2 ajar eee tau pilih model fufufafa ipk 23 bayang pra pakar ilmu guru besar profesor ketar tir tunduk lihat si mulyno,0
mamposlah kalian punya wapres fufufafa salah kalian lah tolol gara2 cuma dapet bansos ratus ribu kena azab dapet wapres fufufafa,0
lu mah mending lah depan fufufafa,0
pasuk tengah usia quarter life crisis kaskus mulai tanya tuju capai hidup wkwkwkwkk,1
malah kemaren pas michigan trump diendorse sama muslim community sampe naik atas panggung,1
rk ditumbalin pks campak padahal pks menang jakarta jdinya gimana,1
kalau cari spek fufufafa ku banyak begini banget sih bangsa,0
pilih kok spt ngga pede gtu yah,1
woy si bisa jadi wapres nabrak konstitusi rusak demokrasi langgar hukum btw langsung arti lo aku kalo fufufafa hati nurani emang tidak bisa bohong,0
akun alter fufufafa mana ini,1
tuju harus langsung pulang luar negeri dulu cari alam ikut riset kerja cari koneksi pas balik kesini punya impact lebih utk bangun contoh bj habibie kalo lulus freshgrad langsung balik mau jadi apa staf dpr staf fufufafa,1
nyata bodoh saing fufufafa cuma mending dikit,0
gue nanya anak bukan pake nama al kelas kamu foto fufufafa udh pasang mah di kelas udah anak lgsg nyanyi ganyang fufufafa ajar anak dar kecil ttg fufufafa,0
kalau fufufafa blm tuntas ah gumon,0
dukung fufufafa makanya bebal gin lindung sama samsul,0
ntar kasih cendol sama fufufafa,1
otakzonkkbisanya citra gibranfufufafa08975028233adlhsakit jiwapsikopat maniakkbokep penddkan hanyasmp terindikasinarkoba otakkzonk wapresindonesia emang rakyat indonesiagila semua,0
kabel sih detail musik lebih dapet,1
sudahsudah mau siapa presiden bukan presiden fokus ganyang fufufafa aja dulu,0
emngg nama fufufafa jelas,0
ngakunya di kasih nafkahtapi kok mesra kasihan tuch anak anak indonesia kalian rampas sejahtera korupsi manusia2 serakah punya malu moga kelak karakter anak2 kalian jadi fufufafa,0
perintah nya paham apa skatepark,1
mode klo mode fufufafa sajak bisa buat,0
kan emank susu tuh salah satu suka exepertise nya fufufafa boy susu peyoot susu montok etc,0
syudah,1
hadeh,1
sama kayak fufufafa iq saja sombong,0
benerbener wassalam yues punya fufufafa sekarang,0
halah dongeng aja si cerita dongeng moga fufufafa cepat modar,0
seperti admin fufufafa doyan banget sama mimik susu apa tampak si fufufafa waktu kecil,0
emang tahan madrid bagus apa si,2
biasa dok cebokers amp fufufafa analisanya dangkal muncul umpat kata2 jorok cermin dalam pikir bahkan mgkn cermin tuan mmg jelas ijazah tetap semangatt dok kita kawal pak ps tuju perintah indonesia bersih,0
2 baris pertama udah tau kalo beliau anak hi skizo ogah banget males,1
kamuflase buat nutupin laku busuk si fufufafa,0
takut si fufufafa debat rakyat,0
fufufafa bhuakakakakakakakak,1
jilid baru alih isu tenggelam fufufafa aib nasional paling anyar,0
diskursus split bill kembali pekan tiga pimpin subianto fufufafa alhamdulillah nature is healing,1
ya buat di india sangat tarik,1
jelass lah fufufafa lancar klo cuma ngomongin susu,0
bajer somplak mukidi fufufafa mulai bikin counter bela berhala,0
boneka jatim lg bg kalah ambisi jadi fufufafa presiden,0
lo lebih condong min kamala trump,1
benar wapres cari tahu usut tuntas siapa benar milik akun fufufafa saya yakin kalau wapres turun tangan milik akun fufufafa lebih mudah cari,0
wapres susufufufafa wajib lengser,0
kalau fufufafa selip lidah gak,1
hbd gan ada bintang tamu raya,1
ga tau memang ada kack,1
akhir banyak nganggurnya,1
wts wtb ready weekend aplikasi premium murah garansi bstation canva capcut chatgpt disney hbogo iqiyi netflix prime vidio viu vision wetv youtube p diddy fufufafa nurul mega bobby presiden abidzar,1
lah cara keluarga prabroro fufufafa laku pilres kemarin berasama kpu bawaslu tni polri perintah pusat daerah libat semua nyasekarang 50sadar,0
kl cepat fufufafa amp gerombol geser pak akan segera geser ingat pak bocor bocor bocor amp 2030 bubar,0
wapres fufufafa tak beri sambut buka mtq korpri nasional said didu begitu kerja boneka oligarki,0
beneran fufufa jadi liabilities bangsa 08 butuh damping kelas biar jalan kabinet klw 08 sprtiny bukan driver direktur lebih komisaris fufufafa levelny dagang umkm bukan pimpin,0
astagfirullah goblog banget wkwkwkwk,1
padahal si helm jadi otak ormas dukung besar fufufafa taek lah kamu pake playing victim,1
gk kuat liat muka fufufafa stiap hari,0
kunci akun fufufafa di,0
haduh kuat liat muka fufufafa hari,0
ga sengaja denger bocil sd pulang sekolah nyanyi ganyang fufufafa kyknya udah tanam alam bawah sadar tu lagu,0
fufufafa isi kepala cuman cabul mesum susu syahrini,0
gak jauh2x semua muara susu jadi ingat fufufafa ken susu sahroni,0
karyawan komdigi tangkap fufufafa muka pucat,0
bagaimana dapat wapres model fufufafa rakyat aja begini,0
gara2 anak2 boyamin saiman fufufafa akhir jadi wapres,0
yah bang orang ngejelasin masalah akun fufufafa aja kita sedang laku ituu omong aja amburadul gimana ngejelasin perihal kasus teknis,0
simpul damai si aipda salah salah supriyani,1
karna city fanbase nya sepi wkwk,1
salam fufufafa,1
wapres ada apa apa banding padahal varel baru masuk politik banyak ragu jauuuuuh lebih baik fufufafa,0
fufufafa kerja cuma bagibagi susu mulu mah tugas ibu woy,0
sedang lihat ada politik indonesia sedang carut marut gara2 fufufafa,0
ngurus koperasi judol lumayan hasil kutip setor pajak bandar judi titip koperasi buat modal tuju 2029 budi arie fufufafa tri faksi projo,0
semua putus semua tamat ini tanda tanda fufufafa kudeta,0
kunci pennsylvania michigan sama wisconsin aja nih,1
sblm gulung lain berani gulung si fufufafa,0
pakar intelijen sahabat fufufafa,1
wapres tak beri sambut hanya perlu bagibagi susu hingga milu datang fufufafa masa depan bangsa,0
kerjo penak yo ngene iki,0
gibranfufufafa08975028233sakit jiwapsikopat tenang jkkonsumsi obat maniakkkbokep penddkan hanyasmp terindikasinarkoba modalpencitraan otakkzonkkk wapresindonesia mmng rakyat indonesiachina2 penjajahn buzzer2rp,0
citra mulu apes apes negara isi anak kosong fufufafa rakyat suruh ngemis hancur msa depan,0
fufufafa and the gang,1
sekte fufufafa mencret ekkekekeke,0
bodo pak pak wo mau kek gw kagak peduli penting anak bini gw makan kenyang anak gw sekolah nya lancar tidur nyenyakudah alhamdulillah mau si fufufafa jadi presidengw kagak pedulisiapa yang jadi kuasa kagak ngaruh sama ekonomi gw,2
hahaha ganyang fufufafa,0
lanjut fufufafa bu,1
kagak bener fakta indon kagak maju krna lo lo milih tolol lanjut fufufafa,0
otak kosong kopong wakil presiden fufufafa,0
ntr yang marah sembah boneka fufufafa,0
enak banget jadi lupa fufufafa mau,0
benci banget gw ma nikmat boruto annoying masuk fufufafa,0
padahal bukan fufufafa,1
numpang lewat aku ngikik siangting kosong nyaring bunyi otak kosong otak nyaa fufufafa,0
dungu bukan orang dungu gagal berfikir runtut orang dungu orang langgar atur berfikir dungu hak orang contoh orang dungu fufufafa wapresnya kaum 58,0
hehehe hehehe kita fufufafa aja,1
wapres jabat lu apa anggur wapres prestasi cari aja fufufafa,0
akun fufufafa mau sangka apa woi wong edan,0
kan cuma main fufufafa mana peduli rakyat kecil pntg bg manfaat peluang impormrk bs cuan gede,0
lebih rem boneka anabel boneka chuki apa boneka psikopat fufufafa,0
wowo edisi campus tour kh btw bawa fufufafa gag,1
tangkap dulu kalau tom lembong buat kenapa tidak salam buat bela fufufafa,0
anjinggggg kuliah diliatin fufufafa,0
ternak banyak baru netes sungguh keri,1
fufufafa jatidirinya,1
jangan kasih liat fufufafa,1
klo gk susu makan gratis sama anak sd cuma yang di kerja wapres fufufafa apaa salah negara sehingga pemimpn model gin,0
fufufafa bela org budi arie org lah angkat budi arie kan bela trs dpt jabatab bong,0
gak beda lu sama fufufafa bang sama2 leceh cewek malah jadi bahan olok bukan stop,0
wts wtb ready weekend aplikasi premium murah garansi bstation canva capcut chatgpt disney hbogo iqiyi netflix prime vidio viu vision wetv youtube p diddy fufufafa nurul mega bobby presiden abidzar,1
10 tahun pdip mega puan luhut kroni pesta pora rusak miskin bodoh tipu bangkrut rakyat kecil nkri masih nafsu terus rusak nkri guna genk fufufafa gibran,0
gw mimpi balik bangkamala sama fufufafa menang,1
hahahahaha itu loo tauu kan gua samain otak lo sama fufufafa alias dongoooo ampe tulang2,0
alhamdulillah,1
buka acara sekian wassalam fufufafa,1
gak omon omon kek mending fufufafa suruh datang,0
ini effect sembah fufufafa knp kaum 58 mkn lihat kualitas nya kosong jgn kebanyakn mkn uang setan biar ikut bodoh kaya fufufafa,0
kuantitas sih emang mayoritas cara kualitas jelas fufufafa,0
bismillah jadi alphard,1
cinta fufufafa larn emang ibu satu,1
ngomong apa se rk knp mkn kesini mkn kosong yaaga yang bobot ikut otak kosong fufufafa,0
soal akhlak entah allah mana sembah,1
sdh biasa beliau pidato rap legar nyata org sekitar ttp sj lingkar gerak fufufafa makin hari makin gesit presiden kalah pamor kalah popularitas 2029 asa spt esok lusa minggu depan bulan depan,0
islam bela benar siapa klo benar bela meski bukan agama islam begitupula balik salah tentang apa agama meski yang agama islam fufufafa ktp nya islam tentang salah jelas,0
kayak manuk kayak punya manuk gairah wapres apa kok bodoh milih fufufafa,0
amrik otw punya fufufafa versi sendiri,1
fufufafa gemar susu gantung hingga sekarang hobi bagi susu,0
fufufafa milk american great again,0
muka lo mirip fufufafa,1
klo mode fufufafa sajak dia buat,0
bencana indonesia ada sini,1
fufufafa makan babi memang babi,0
mungkin liat muka fufufafa,1
kenapa power is power beneran nyata samasama nerima uang judol periksa fakta sangat nyata karena artis keparat punya power lebih besar sadbor lenggang bebas plus akhir mereka mepetin si wowo fufufafa damn,0
fufufafa emang punya isi,0
ujung2nya minta lg lg ngangkat noh jkt pdhl kmp saling tikam soal isu fufufafa pikir gk tau elite kmp sendiri hembus2kan,0
hasil reformasi dapet menantu diktator sama fufufafa,0
jangan undang lah utk buka undang aja ketua mui menteri agama jangan kasih panggung tuh fufufafa,0
dar utk kata sambut smart aj mampu isi otak fufufafa psikopat sabu,0
dukung fufufafa nimbrung emang siapa ajak lu longor,1
takut tanya soal fufufafa,0
fufufafa dong,1
mmaksudnya fufufafa bawah ac,1
fufufafa bisa ngomong lahmesti ngomong apa tidak tau g,0
fufufafa bisa ajar public speaking dia,0
bukan sampah patung,0
nenek bujer bapak fufufafa semangat pak presiden jangan takut ama keluarga fufufafa,0
tentu fufufafa suka syahrini,1
semua bacoot fufufafa balik dia lg,0
sdh kosong ndak bs apa2 hadehhhhdosa apa negeri bs punya wapres si fufufafa,0
oalah pantesan ae haaland amburadul total tadi malem wong nyata main fufufafa,0
benar,1
rakyat indonesia rasa malu punya wapres otak kosongfufufafa,0
kakak aslab labkomku putar video ayo ganyang fufufafa smart tv lab gede gaban,0
aku bawa warga fufufafa nih,1
bener sih tuju ganyang fufufafa ndu,0
jangan2 biaya kampanye nyapres biayain projo pro judi online fufufafa,0
tattapi lo bang cowok duit diremehin beud ma netijennama cowok fufufafa,0
bantai fufufafa,1
ayo wapres usut tuntas siapa balik fufufafa amp jeblos penjara jangan biar manusia cabul amp sakit jiwa noda perintah amp jangan sampe aparat2mu mengkambinghitamkan pihak yang bukan milik asli fufufafa,0
duduk waktu diatengin pada reflek nyanyiin fufufafa atau kayak makasih susu mas fufufafa,0
halahngedabrus,1
kira2 apa tindak wakil presiden tanggap fenomena akun fufufafa jls etika,0
bung tuan presiden suruh jauh orang oslo ayah fufufafa tuan presiden kerbau cucuk hidung,0
postingan favorit fufufafa para dukung nih kalau kasih tahu fufufafa dapat harga,1
thread dgn komen hapus ada masih punya ssnya,1
mana fufufafa nya,1
tom lembong fufufafa portal islam,1
iyo tiaaaa memasaak sama,1
buah jatuh tak jauh dr pohon ngapain sih ada sembako gratis dr wapres murni uang wapreskah kemensos buat apa jg udh bkn masa kampanye ato wapres perlu dpt simpati dr masy krn diri ancam sesuatu biar fufufafa jawab,0
ngakak wapres fufufafa buka mtq tidak beri sambut emang mampu otak terbatasharap maklum portal islam syukur panitia paham mampu si wapres,0
fufufafa jg klo ngerjain skd ngga lolos passing grade,0
padahal punya akun puja setan,1
ada indonesia milih fufufafa,0
ga bosen fufufafa mulu,1
ugm nya selalu wellcome u fufufafa,1
dasar utak sindrom fufufafa menang dngn milu demokratis apa simak erot tdk mengendorse anak p luckily win dngn sistim demokratis and lhuu apa banyakin minum kencing onta lahh biar hayati apa milu demokratis,2
wkwkwk kocakkk fufufafa,0
kagak contek tidak yang bisik datang diam pukul gong gunting pita bagi2 bansos kunjung uji coba maksi gratis doank tugas tp sayang masyarakat bawah mengelu2kan fufufafakaum miskin amp bodoh pelihara oligarki,2
negara sudah rusak mulyonoskrg fufufafa akan rusak lg,0
emg apa tanya wartawan fufufafa skrg gitu,1
mana tuh mau didenger sambut brgkl wejang kalo seremonial mah no 2 fufufafa bingung,0
kita bandiingkn dgn wakil presiden si fufufafa bagai lagit bumi,0
udah jelek jejak digital jelek fufufafa banget,0
lah aneh lu beli barang pake sistem rekber kaya shopitokped 2024 loh cuma modal nanya tidak nipu kan,1
ayo ayo ganyang fufufafa,0
karir luarbiasa si fufufafa beberapa tahun lalu asik ngegame tahun jadi wapres speechless,0
berita lbh mutu drpd beritain fufufafa kyk gin tiap hari,1
nah barusan pikir since we have as insult and fufufafa as insult terus tau soal hari rabu bangga kita dong nyari hari kejawen bawa untung sial buat fufufafa mana,0
udah mintol fufufafa,1
kampanye citra kesempatanmakzulkan segera fufufafa,0
si fufufafa untung2 nanyain nenen,0
sebenernya biasa aja kalo dibandingin sama si fufufafa mah jauh banget,0
efek trump apa efek fufufafa bang,1
i mean look at him banding fufufafa kyk 11 banding 100,0
lah malah asumsi jelek wartawannya goblok,1
10 jam pantau ada balas seperti bang rulie baca cocok lah punya wapres ipnya jeblok malas baca you really do deserve fufufafa,0
fufufafa ikut tu,1
usut tuntas fufufafa biar tau rasa mau bikin atur,0
look at indonesian with fufufafa,1
emang real ayok bantah pake data yak jngn pke peler 2014 pas fufufafa posting gerinda sdh blm yak,0
sudah mi kau perlu menglorifikasi perintah perlu kau bawa2 masa lalu kalo kau mau tarik masa lalu fufufafa kelompok densi paling parah menghinadinakan prabowo,2
ihh lucuk,1
anak fufufafa kalah jauh abak artis,0
ingat ucap pak bocor bocor bocor amp bubar 2030 ayo pak habis gerombol fufufafa kabinet bapak,0
untuk tau berapa tolol mu dari pilih kata mu cara mu balas opini kamu dukung fufufafa bukti la jadi yauda idiot moga hari senang,0
mulyono fufufafa usak bangsa prncitraan,0
yg pks dalam mulai jauh anak minta aja dukung fufufafa pak,0
mulyono fufufafa usak bangsa,0
bukan fufufafa suka susuyah,1
awas minggir lu miskin ucap speed,1
fufufafa min proses kah,0
andai fufufafa seperti tentu tidak berat kalau jadi wapres,0
darto helm sengaja angkat kasus alih perhati publik atas kasus fufufafa ini alih isu hasil,0
ga bayar angsur,1
berapa persen anak2 yang paham maksud ganyang fufufafa siapa fufufafa,1
masak cenblue tau standar high engagement sih manfaatin nama fufufafa buat naikin eksposur kasih syarat mustahil dongeng doang pencet rt,1
akar masalah fufufafa di mental jiwa,0
pada lihat fufufafa mending ini,1
akting kocak si fufufafa,0
ken sekali dengar fufufafa ngaji depan umum deh,1
dosa apa tiap masuk kelas mesti ketemu fufufafa gantung,0
usut fufufafa segera tangkap min,0
liat amorim noh maen ucl terjun bebas maen uel,1
skrng kaum 24 mau lawan pake apa politik identitas mempan fufufafa kuping udah kebas nabrak konstitusi iye gw tau salah nyata atur udh ubah masyarakat tengah populasi sadar nyoblos wkwk,2
moga kata 58 turun kyk si samsul bin slamet fufufafa aamiin,0
negara lawak hukum main hendak hati kuasa gtnegeri fufufafa negeri bedebah,0
selalu bansos sok akhlak padahal fufufafa omong parah penuh caci maki porno,0
anak presiden aja homo kata si fufufafa mungkin dong ngebolehin,0
fufufafa rame ya guysss,1
wih si paling intelek padahal mah tong kosong,2
simpul thread gibrin rikibiming riki aka fufufafa,1
lama keluarga fufufafa yaqut yulhas jabat oligarki aseng liar arti semua omon,0
